491,Devin Caherly,85000000,4000000,4449000,894,147
492,Basement Gang,57000000,14000000,296000,15000,29000
493,fivar,1000000,2000000,2728000,790,27000
494,ÛâÛ ØØØÙØ ØØÙˆ ØÙŠØÙˆ ÛâÛ,47000000,37000000,2253000,723,15000
495,Prite Netijen Netirattanapaiboon,41000000,36000000,4349000,845,334
496,âšï The TikTok Attorney âšï,63000000,19000000,186000,49000,369
497,KAILAN ðŸšðŸ,39000000,24000000,2199000,13000,22000
498,Loren Gray,546000000,31000000,3587000,879,761
499,Dani Universe,97000000,31000000,322000,956,867
500,Hello Itâs me SerJay,53000000,14000000,2262000,25000,35000
501,Alex warren,155000000,24000000,4198000,992,809
502,LK,172000000,26000000,3065000,998,13000
503,JoÃo Ferdnan,81000000,17000000,1735000,21000,4000
504,taos senpai,6357000,12000000,2196000,14000,53000
505,Isaac HP,31000000,14000000,2172000,35000,23000
506,Not me,2462000,2000000,1963000,43000,237
507,jordanavucetic,28000000,11000000,2242000,52000,21000
508,Carla Evellyn,17000000,2000000,3496000,2000,572
509,Chingu Amiga,201000000,25000000,4694000,11000,377
510,Puga,99000000,2000000,2209000,341,37000
511,Rey,34000000,13000000,253000,2000,34000
512,Tommy,113000000,23000000,3178000,22000,172
513,Adam W,169000000,24000000,2663000,915,18000
514,Anna Paul,52000000,24000000,4247000,13000,375
515,Ilyes Djadel,390000,21000000,3118000,11000,16000
516,KronnoZomber,7282000,14000000,2891000,21000,23000
517,OuttPig,21000000,15000000,341000,16000,17000
518,Ross Smith,229000000,15000000,1561000,927,63000
519,glenca chysara,81000000,45000000,2123000,13000,522
520,Cat Puma,24000000,15000000,183000,722,55000
521,Twinsjne ðŸ,11000000,24000000,4869000,783,665
522,Andcarli,117000000,63000000,2122000,684,578
523,Mc Livinho,4000000,22000000,3122000,14000,1000
524,Erika and Milo,21000000,15000000,3136000,13000,22000
525,Kim Migneault,71000000,31000000,3587000,539,971
526,Unnecessary Inventions,53000000,24000000,3779000,14000,451
527,Hunter Prosper,51000000,17000000,3208000,1000,21000
528,BULOCHKAðŸðŸðŸºðŸ,3000000,29000000,1848000,19000,12000
529,Louka,25000000,19000000,3543000,12000,14000
530,folza,12000000,11000000,1923000,18000,6000
531,N/A,82000,13000000,1593000,49000,33000
532,âšïAustin  Lexi ðŸ,4000000,18000000,3326000,11000,17000
533,Lethicia Videira,78000000,9036000,1451000,17000,108000
534,Nathalie Holscher,72000000,35000000,2957000,936,647
535,ØµØÙØ ØÙØØÙŠØâœ,4174000,2000000,2017000,16000,25000
536,äçºç,15000000,3000000,2042000,11000,16000
537,Sebastian Moreno ðŸ,51000000,33000000,2937000,14000,300
538,LARRAY,263000000,2000000,3512000,2000,364
539,tonton G ðŸðŸ,23000000,47000000,2147000,762,847
540,Everett Noble,10000000,19000000,4414000,768,12000
541,mcsilsiloficial,72000000,16000000,1233000,25000,6000
542,ÐÐÐµÐÐ ÐžÐÑƒÑÐÐ,13000000,26000000,3092000,11000,851
543,DermDoctor  Dr Shah,166000000,35000000,2486000,1000,826
544,Abby Casselberry,19000000,18000000,3483000,1000,16000
545,ANNA,1000000,17000000,3371000,13000,15000
546,Fabru,181000000,22000000,2429000,24000,562
547,Ms Rachel,11000000,26000000,1875000,16000,17000
548,Mark Tilbury  YouTuber  CEO,72000000,23000000,2245000,620,24000
549,georainbolt,12000000,15000000,2471000,2000,23000
550,Carlos Navarro ðŸ,1313000,17000000,988000,353,89000
551,La granja del borrego,111000000,3000000,3499000,919,581
552,MoriMuraðŸ,84000000,15000000,3154000,15000,18000
553,olivia2002,174000,3000000,1759000,16000,13000
554,Elton John,21000000,28000000,668000,2000,62000
555,Conor Maynard,68000000,17000000,1604000,25000,31000
556,Duncan Joseph,43000000,14000000,3665000,13000,17000
557,jrizzyjeremy,691000,31000000,2252000,768,14000
558,Ahmad Mahroom,13000000,33000000,1435000,923,23000
559,ava,705000,12000000,3726000,28000,639
560,Jasel,5979000,18000000,3855000,685,15000
561,Liilz ðŸš,3426000,16000000,240000,29000,973
562,á 99 á âŠ,7203000,16000000,1435000,188,63000
563,CauÃ Macedo,114000000,16000000,231000,29000,11000
564,Sabre Norris,36000000,18000000,1869000,41000,329
565,ããããã,836000,19000000,1452000,11000,44000
566,ðŸÙØÙˆØÙ ÙÙØØØªÙÙŠðŸðŸ,3000000,3000000,1126000,14000,29000
567,DeAndre,19000000,19000000,3151000,826,16000
568,WNRS,44000000,17000000,3295000,15000,12000
569,pokimane,63000000,23000000,2348000,21000,667
570,Zborovska,11000000,19000000,2889000,14000,13000
571,7oda EinoðŸðŸµ,45000000,22000000,1627000,16000,25000
572,Mahsun Karaca,11000000,21000000,1254000,411,51000
573,Nadirdearabier,11000000,21000000,1851000,3000,694
574,AYDEN MEKUS,115000000,21000000,2047000,29000,491
575,The Graham Norton Show,17000000,29000000,2878000,421,13000
576,LADY BUNNYðŸ,91000000,15000000,1899000,34000,16000
577,Anton Skuratov,6232000,18000000,1513000,793,44000
578,Saray,679000,14000000,856000,27000,94000
579,Kieram Litchfield,22000000,14000000,1908000,26000,28000
580,Laurence Benson,21000000,29000000,293000,14000,240
581,ÙØÙØ ÙØØÙ,5635000,15000000,437000,380,211000
582,Jay Wheeler,54000000,16000000,2498000,856,27000
583,Matheus Costa,5000000,14000000,2058000,2000,28000
584,Soanh x Diáp,31000000,31000000,3284000,864,533
585,Pete 1k,722000,9264000,1516000,2000,8000
586,Dani Valle,48000000,12000000,863000,963,124000
587,ãããƒ ãƒãƒƒãƒˆã ããããŒ,11000000,15000000,1658000,47000,993
588,Jason Derulo,53000000,68000000,1869000,887,194
589,Bilal Fadili,13000000,16000000,1905000,2000,26000
590,Giuseppe Mandrake Ninno,13000000,14000000,1703000,891,49000
591,Kerri,31000000,11000000,1373000,48000,43000
592,Champions League,16000000,23000000,2935000,823,12000
593,j âï,5603000,16000000,4328000,14000,610
594,Sally Alawady,41000000,34000000,1878000,17000,446
595,Felipe Paiva,35000000,17000000,2596000,18000,13000
596,Neitor,29000000,2000000,3078000,16000,709
597,Camilo,288000000,24000000,2759000,567,15000
598,London Charles,6000000,17000000,3749000,14000,751
599,KEEMOKAZI,301000000,28000000,3519000,11000,258
600,Fran Carneros,15000000,21000000,4584000,587,807
601,Elissa DeHeart,23000000,2000000,2924000,974,13000
602,ÙØØÙ,2935000,7966000,2183000,2000,57000
603,SweeetTails,28000000,14000000,1644000,828,5000
604,kane,32000000,18000000,2218000,13000,2000
605,ðŸš âœDream lifeâœ,5692000,12000000,1341000,53000,27000
606,OMAHI,147000000,35000000,3919000,777,188
607,Tommy,48000000,2000000,2535000,19000,735
608,Albertina Sacaca Cal,65000000,26000000,2417000,16000,505
609,model kentangðŸŸ,44000000,22000000,2294000,612,2000
610,wigofellas,344000000,26000000,1589000,19000,12000
611,video,97000,17000000,756000,15000,87000
612,Christian Fabian,134000000,22000000,3119000,18000,130
613,Foodqood by Giallozafferano,185000000,43000000,2133000,412,1000
614,The Physics House,5924000,18000000,3077000,19000,507
615,benedict polizzi,2000000,36000000,3602000,230,775
616,Main  Aseel,13000000,3000000,1781000,14000,11000
617,Ahmed Helmy,7000000,26000000,1844000,952,18000
618,Analisseworld,104000000,19000000,3586000,652,13000
619,Zoe Colletti,22000000,18000000,2097000,3000,429
620,kassandra ðŸª,978000,1000000,2804000,18000,27000
621,Ken Chanachai,4058000,2000000,1846000,14000,21000
622,sdvn,898000,23000000,1499000,22000,15000
623,Facundo Izquierdo,68000000,978000,2645000,833,41000
624,Rubenillo,5081000,38000000,279000,282,925
625,ãããƒ ãƒãƒƒãƒˆãããã,19000000,12000000,1764000,43000,17000
626,Brentford FC,12000000,19000000,2523000,16000,11000
627,Dede Harlan,2956000,9577000,2281000,19000,38000
628,ããŠããƒ,6473000,23000000,1623000,25000,787
629,Hannah  Regal,33000000,17000000,2318000,27000,444
630,user1692838440296,9952000,11000000,1623000,44000,25000
631,dixie,574000000,24000000,2205000,19000,424
632,JEON SOMI,7000000,15000000,3296000,2000,496
633,Patty,58000000,18000000,2777000,15000,1000
634,ÐÐÐºÐ  ÐÐµÐÑ,3106000,19000000,488000,208,129000
635,Jake Krantz,22000000,13000000,2619000,701,3000
636,Momona Tamada,44000000,17000000,3593000,18000,279
637,bankkamo46_ðŸ,13000000,15000000,2047000,11000,3000
638,Surthany hejeij,95000000,25000000,2736000,14000,353
639,sofia espanha,46000000,19000000,2848000,13000,996
640,Waspycraft,1944000,23000000,1886000,922,19000
641,Michou,74000000,24000000,2667000,15000,341
642,Rach Sullivan,15000000,2000000,3702000,739,927
643,âïPiper Rockelleâ ï,104000000,19000000,1584000,36000,543
644,Que chimba sog,18000000,19000000,1382000,691,39000
645,Daniel Zenteno Const,366000,12000000,1743000,11000,46000
646,DENNY SUMARGO,33000000,35000000,1872000,14000,386
647,Jake Andrich  Jakipz,146000000,21000000,1642000,16000,19000
648,AndrÃ Luiz Frambach,14000000,36000000,2162000,285,13000
649,666,2857000,9245000,1533000,422,79000
650,Skai Jackson ðŸ,201000000,21000000,4415000,899,372
651,Nicoly Amanda Rowedder,4577000,1000000,2643000,17000,27000
652,Stefano Da Cunha,44000000,14000000,2831000,25000,477
653,Julie  Bella,42000000,24000000,3137000,474,11000
654,reece,9815000,14000000,329000,11000,14000
655,ãƒãƒããƒãƒãƒˆãƒãƒãƒãƒƒãƒˆéçãªãµãƒ,6884000,23000000,1079000,977,38000
656,JAYDA WAYDA,37000000,16000000,2307000,1000,22000
657,abusrwal1996,14000000,17000000,1906000,21000,14000
658,Luara,226000000,27000000,1859000,19000,403
659,Cesar Pantoja,14000000,22000000,3471000,12000,283
660,Islas Vlogs,24000000,29000000,3137000,842,416
661,Post Malone,128000000,19000000,176000,14000,2000
662,Ana Maria,133000000,3000000,3922000,825,141
663,Jerome Polin,47000000,15000000,2311000,24000,924
664,Good Boy Ollie,42000000,9976000,2503000,14000,32000
665,Hunter,24000000,26000000,3994000,709,383
666,Friger,8286000,13000000,3279000,11000,15000
667,Trung Ruái,21000000,37000000,1126000,639,21000
668,RiyukaBunga,29000000,19000000,1324000,23000,23000
669,NildaChiaraviglio,1000000,15000000,789000,478,94000
670,Dina_Kalanta,25000000,31000000,2432000,12000,341
671,Juan C  RECETAS FOODTIME,45000000,15000000,1201000,250,6000
672,AvaSkyeStrong,952000,28000000,1369000,23000,717
673,kp crafts sf,2741000,17000000,2261000,11000,18000
674,Manja,11000000,23000000,1427000,11000,23000
675,ððŠððð,28000000,14000000,1445000,397,51000
676,Joe Bartolozzi,198000000,18000000,2933000,18000,379
677,niane,17000000,11000000,1289000,2000,59000
678,Melon and Finn,15000000,1000000,2139000,19000,33000
679,Khairulaming,2000000,17000000,2485000,12000,14000
680,dudamaryah,59000000,2000000,2846000,701,13000
681,Andres Johnson256,41000000,11000000,1864000,935,45000
682,NgÃn HÃ ðŸŒ,6000000,24000000,2861000,14000,226
683,Ger Gomez,17000000,11000000,2103000,13000,33000
684,Emang Dilan namanya,26000000,19000000,2285000,19000,603
685,RAUL,57000000,22000000,184000,964,18000
686,Tabs,125000000,23000000,3622000,11000,203
687,Ganta,9868000,13000000,1607000,33000,19000
688,Herr Anwalt,57000000,14000000,1777000,26000,18000
689,Bree Kinnear,584000,18000000,3071000,819,12000
690,Gerald Huston,17000000,15000000,2614000,13000,16000
691,ðŸÙØÙŠ ØÙØØÙðŸ,11000000,28000000,1905000,760,13000
692,Madison Beer,179000000,12000000,2244000,27000,13000
693,ANDDY ðŸºðŸŒ,11000000,9371000,1419000,73000,792
694,Minecraft,27000000,31000000,136000,11000,15000
695,charlotte,12000000,24000000,2262000,544,15000
696,CristÃbal Soria,7204000,11000000,1114000,38000,49000
697,valeria ðŸ,85000000,14000000,189000,1000,3000
698,Benny Velour,3266000,7865000,1844000,25000,49000
699,Carlos Feria,401000000,25000000,2037000,19000,163
700,Pk514,2004000,14000000,2354000,14000,18000
701,Logan Lisle,18000000,17000000,782000,315,78000
702,SunNy Jutt,22000000,2000000,2045000,14000,12000
703,Mitch ðŸ,1000000,17000000,954000,951,54000
704,Vanessa Patins,35000000,8783000,624000,295,188000
705,TrÆáng SÆn,14000000,37000000,1851000,670,841
706,zane,64000000,2000000,3238000,775,863
707,Didi,52000000,2000000,2897000,13000,575
708,ØÙÙƒ  Rnk,5715000,31000000,1444000,17000,630
709,Farha Khalidi,17000000,22000000,2026000,14000,880
710,Oli Natu,101000000,22000000,3053000,749,777
711,fedez,58000000,13000000,229000,14000,2000
712,ìœììWEi,14000000,9595000,2296000,28000,19000
713,Xuxa,6845000,23000000,1772000,18000,716
714,Jz Garcia,18000000,9692000,2339000,1000,35000
715,BLK,4705000,16000000,2372000,11000,16000
716,StevenðŸµðŸ,6000000,15000000,3301000,13000,785
717,Sam Pepper,42000000,31000000,227000,799,642
718,âšïTEF,87000000,28000000,3556000,816,222
719,Maithana9er,21000000,25000000,96000,27000,17000
720,Carry Disini,33000000,31000000,2741000,518,694
721,Lockedinout,51000000,16000000,2104000,883,21000
722,Pipepunk,15000000,9514000,2352000,962,35000
723,jaeja,8687000,9231000,1946000,24000,32000
724,michaeloftiktok,1000000,14000000,186000,14000,25000
725,Nigel Ng Uncle Roger,53000000,21000000,2512000,621,13000
726,6footkillaa,9527000,16000000,2572000,18000,588
727,Haijoel,7363000,4000000,1922000,11000,231
728,Esnyr,54000000,16000000,2896000,778,14000
729,Ava Soto ,2224000,12000000,170000,39000,946
730,Morgan Vera,57000000,2000000,238000,1000,11000
731,laura  lena,27000000,13000000,2541000,11000,19000
732,JoÃo Dias,78000000,13000000,2654000,18000,12000
733,u can call me sasha,11000000,11000000,3203000,19000,1000
734,Jomar Yee,9000000,23000000,2267000,13000,626
735,Kika Kim,317000000,19000000,220000,17000,646
736,Kirsten Titus,79000000,22000000,4335000,809,225
737,Shayvise,36000000,21000000,4128000,774,361
738,Joey Swoll,53000000,17000000,2408000,22000,322
739,Kiáu Duy Long ðŸ,24000000,25000000,2439000,14000,220
740,ØØØØ ØÙÙØÙ,15000000,2000000,712000,11000,6000
741,Bobbi,35000000,29000000,2074000,477,11000
742,JosefineðŸðŸââšï,11000000,15000000,2213000,14000,15000
743,Lyodra Ginting,16000000,22000000,1725000,14000,11000
744,Armando Netto,48000000,21000000,2261000,19000,225
745,Rachael ONeil,1000000,2000000,144000,16000,18000
746,andre,7867000,12000000,1115000,876,62000
747,pami â,72000000,17000000,2889000,679,13000
748,ØÙˆØØÙˆ  awado  ðŸŽ,12000000,17000000,1375000,19000,23000
749,Anna Fontanela,39000000,21000000,3134000,12000,292
750,aragonclyrics,14000000,13000000,944000,96,77000
751,JADE PICON ðŸŒª,88000000,2000000,3111000,967,567
752,Mikaela Testa,27000000,21000000,3551000,853,423
753,Legendas Mania,7679000,11000000,1351000,231,62000
754,philiptanasas,93000000,22000000,2529000,11000,610
755,Zainah  Minnie,12000000,1000000,2081000,11000,32000
756,Fran GÃmez,15000000,14000000,2534000,349,23000
757,SiBenitoo,56000000,25000000,1857000,15000,598
758,Ben Azelart,157000000,26000000,2216000,12000,452
759,LGNDFRVR,17000000,16000000,2005000,11000,18000
760,Stan Fukase,8062000,9436000,2906000,14000,2000
761,ØÙˆÙ,4195000,18000000,1191000,27000,18000
762,êëìŒ,4007000,14000000,2735000,12000,13000
763,KelvinSabinoðŸŒµ,15000000,1000000,1568000,27000,32000
764,Thoren Bradley,57000000,13000000,1424000,18000,32000
765,Anxiety couple,122000000,24000000,271000,893,526
766,Matt Mitchell,1000000,11000000,1343000,1000,51000
767,Gohar Khan,21000000,2000000,306000,724,779
768,Vilia Carl,41000000,28000000,2431000,881,470
769,Ria Ricis,286000000,23000000,2427000,764,878
770,Kouvr,136000000,27000000,4225000,562,240
771,Jorgito Parrillero,14000000,15000000,995000,333,6000
772,é â ð ðŽ ð ðŽ,4805000,15000000,2299000,15000,11000
773,Homem De Honra,793000,9443000,377000,710,25000
774,Maria Clara Garcia,186000000,19000000,1918000,18000,648
775,Jake Paul,167000000,15000000,1564000,23000,16000
776,albert_cancook,81000000,24000000,2652000,829,624
777,tedwards,51000,9433000,1896000,19000,31000
778,CiroWhites,23000000,17000000,3017000,908,895
779,The Shaba Kitchen,21000000,13000000,1141000,18000,43000
780,Rubia Ramallho,27000000,21000000,1564000,613,21000
781,ØÙŠØØÙ ØØÙØØÙŠÙ  Bessan Ismail,113000000,21000000,1605000,14000,13000
782,ypkraye,4000000,18000000,3325000,890,642
783,Boss Edlyn,925000,23000000,175000,558,17000
784,Armando Greiser,524000,6214000,1125000,13000,114000
785,elise,5229000,9269000,2065000,597,4000
786,Iker Casillas,27000000,16000000,1918000,21000,783
787,Njan ðŸˆ,16000000,1000000,2052000,22000,21000
788,Big Daddy Little Laur,13000000,19000000,1251000,14000,24000
789,æçãˆãã,49000000,26000000,164000,13000,751
790,Cole Anderson James,18000000,14000000,2621000,11000,12000
791,YouTube king von 1,551000,44000000,2161000,680,244
792,Luis Felix,3954000,23000000,995000,11000,28000
793,deivis,148000000,19000000,3225000,11000,291
794,JEZZINI,25000000,8564000,239000,11000,32000
795,sheri,143000000,28000000,2632000,11000,103
796,Fuji,163000000,22000000,2216000,11000,681
797,ANAR DREAMS ðŸŽðŸ,159000000,3000000,1311000,19000,376
798,ðŸðŸŒØÙÙÙŠØµØðŸŒðŸ,121000000,19000000,1821000,690,18000
799,JosÃ L,134000000,23000000,3649000,779,252
800,Mohanaderabii,14000000,21000000,1328000,14000,17000
801,ðŸðððððððŸ,1321000,13000000,44000,849,148000
802,ááÉÊá,109000000,32000000,2604000,864,167
803,Hania Aamir,13000000,2000000,1909000,18000,432
804,jules,188000000,22000000,3225000,952,270
805,Animasinopal,18000000,29000000,2777000,451,619
806,ViviðŸ,9991000,16000000,1979000,17000,945
807,Erika,33000000,16000000,3297000,11000,525
808,Amanda AraÃºjo,43000000,35000000,1726000,997,400
809,Kiát HÃ  Tánh,46000000,29000000,2165000,11000,268
810,madz,23000000,15000000,3377000,11000,581
811,Melon nÃ ,19000000,24000000,1856000,1000,868
812,Joel Sunny,14000000,11000000,2083000,23000,13000
813,Andrew Schulz,41000000,14000000,1929000,613,26000
814,Little Bubby Child,3562000,8535000,655000,15000,134000
815,ðŸ,250000,8004000,2357000,12000,32000
816,anna x,12000000,26000000,3728000,417,442
817,agustinlocutor,18000000,16000000,100000,986,42000
818,MÃo Simmy,46000000,11000000,1371000,47000,626
819,BryceðŸˆ,8346000,14000000,2376000,18000,688
820,Kennedy Walsh,26000000,16000000,3126000,934,765
821,Los Arias,16000000,16000000,2414000,476,16000
822,Devyn,16000000,16000000,3353000,359,12000
823,Roman,26000000,19000000,1704000,2000,579
824,LÃa Martinez,39000000,18000000,2397000,837,11000
825,movlogs,33000000,49000000,1896000,577,300
826,æŸŠVolvy,13000000,11000000,2331000,12000,2000
827,SIMONE BERLINI,61000000,16000000,2598000,868,11000
828,Aileenchristineee,58000000,14000000,2241000,681,19000
829,funny_vip,95000000,16000000,1965000,476,21000
830,BÃrbara Coura,95000000,14000000,2957000,1000,922
831,ØÙˆØØðŸðŸðŸ,64000000,18000000,1908000,812,15000
832,YEÅžÄM,171000000,35000000,1225000,11000,765
833,Evelyn Ha,28000000,11000000,2459000,24000,661
834,William,15000000,9119000,1948000,17000,27000
835,actuallyitsbella,182000000,16000000,2374000,16000,503
836,Nyx,2026000,16000000,1555000,18000,14000
837,Design House Decor,765000,11000000,1411000,574,44000
838,ophelia ðŸ,89000000,1000000,1692000,42000,481
839,Nadia Alzoubi,55000000,15000000,759000,738,62000
840,Emil Warren,8515000,12000000,2113000,26000,617
841,CLMNS BROCK,16000000,14000000,1528000,532,33000
842,Alx James,22000000,8967000,1528000,899,48000
843,Tana Mongeau,74000000,21000000,2345000,12000,412
844,Cass Holland,19000000,19000000,2877000,856,571
845,ARFAYTB,3727000,8941000,1087000,456,76000
846,Britney Spears,71000000,13000000,1078000,35000,23000
847,Hunter  Frank,32000000,2000000,2342000,14000,274
848,ELALFAELJEFERD,13000000,19000000,1986000,639,14000
849,Adam Shi,53000000,12000000,2359000,845,19000
850,Max The Meat Guy,49000000,21000000,2731000,622,720
851,AURORA,4000000,16000000,2162000,16000,659
852,ãƒãƒªãƒðŸŒæµ,19000000,18000000,927000,23000,25000
853,ðŸVidhi_RðŸ,72000000,11000000,1515000,29000,17000
854,ØÙˆÙÙŠðŸš,38000000,15000000,2193000,13000,982
855,GABI BEE,10000000,12000000,2391000,22000,432
856,jack neel,86000000,13000000,2454000,19000,535
857,Äáºng Thu HÃ ,9805000,25000000,3004000,672,341
858,Miguel Alessandro,17000000,18000000,1139000,1000,28000
859,Mesita,3299000,16000000,3268000,611,886
860,Munir  107 Deportes,7525000,12000000,884000,371,67000
861,graceâïŽïŽ,682000,7303000,1792000,39000,19000
862,Alex and Jon,13000000,9712000,135000,552,52000
863,Playboyjuju,3583000,17000000,1201000,24000,13000
864,Beamng Shorts,28000000,29000000,1589000,1000,630
865,Susy MourizðŸŒ,84000000,18000000,2122000,15000,470
866,THE MERKINS,6319000,6001000,1509000,14000,68000
867,carloandsarah,4000000,21000000,2196000,695,924
868,ÊœáÉááÉªÊá,66000000,12000000,2576000,21000,336
869,chloeo,37000000,14000000,1882000,19000,962
870,Jenny McCarthy,19000000,12000000,1478000,32000,986
871,Apinya Bunying,2156000,15000000,2041000,12000,13000
872,Anthony Vargas,66000000,18000000,2921000,12000,247
873,Jesse J Pedigo,116000000,7529000,963000,14000,88000
874,natiðŸ,139000000,16000000,1826000,449,22000
875,Zeina Zee,38000000,22000000,1856000,820,990
876,Mark,567000,7543000,1925000,17000,33000
877,boywithuke,58000000,16000000,2423000,16000,306
878,Lily Garcia,123000000,17000000,2485000,972,760
879,ROSE,39000000,31000000,1239000,974,930
880,kayla,83000000,17000000,2773000,14000,128
881,Charles Brockman III,6000000,1000000,2351000,21000,1000
882,Carlos Castro,125000000,16000000,1665000,285,25000
883,ÙØÙ ØÙØØÙŠØØâH,4553000,11000000,176000,58000,319000
884,JFK ðŸ,341000,8888000,1816000,34000,11000
885,Ricky  The Boss,43000000,9306000,1095000,784,63000
886,Celina Myers,26000000,16000000,2467000,12000,625
887,yg_treasure_official,44000000,8305000,2169000,22000,18000
888,ðŸŒæœðŸŒ,16000000,12000000,1447000,27000,15000
889,Dane Lindfors,25000000,13000000,1096000,896,43000
890,thedonato,81000000,13000000,1528000,35000,92
891,Afraa,66000000,27000000,1857000,594,860
892,RIFIRDUS,21000000,21000000,1589000,845,13000
893,Lil Mabu,9581000,2000000,2069000,12000,504
894,ØÙ ØØÙˆØ  ÙØØÙˆÙØðŸŒðŸ,9074000,22000000,1501000,907,12000
895,Max Taylor,89000000,13000000,2312000,12000,12000
896,daddyyankee,121000000,12000000,1978000,18000,12000
897,Heinz Wuth  Ciencia y Cocina,13000000,13000000,1893000,530,25000
898,ACDC,3942000,11000000,1822000,879,26000
899,Subaru Motorsports USA,1999000,1000000,1619000,840,34000
900,Nic Suarez,63000000,24000000,2635000,752,362
901,Michel Chavez,317000000,19000000,2604000,12000,218
902,AlwanRK,69000000,25000000,237000,630,558
903,BÃi BÃ Hiáºu,23000000,28000000,2606000,796,185
904,ðŸATOMðŸ,28000000,13000000,2418000,14000,821
905,Cedrik Lorenzen,29000000,11000000,1153000,23000,32000
906,Aurelie Hermansyah,87000000,21000000,1874000,989,779
907,abopermak,73000,23000000,697000,26000,17000
908,Dr Miami,18000000,13000000,2706000,681,13000
909,Batu FuRkan,206000,13000000,1725000,11000,21000
910,Prii Moraa,161000000,2000000,3455000,293,726
911,dylan hoogerwerf,22000000,23000000,2714000,779,318
912,Reese Witherspoon,85000000,15000000,1479000,23000,878
913,LISBOA,33000000,16000000,2629000,601,11000
914,Rowan,167000,11000000,2681000,11000,12000
915,Jake hunter,36000000,2000000,1278000,24000,353
916,Huddy,322000000,2000000,1479000,18000,529
917,Iker Lafuente ðŸ,1535000,1000000,1625000,29000,11000
918,Niall MacMillan,5000000,15000000,1232000,973,27000
919,ðŸŒ NHÃƒ BÃ BáºP ðŸŒ,23000000,25000000,2678000,689,319
920,lightskinmexican0,1273000,7461000,1198000,824,67000
921,Elecher Lee,1359000,15000000,1383000,27000,632
922,The Summerhays Bros,7931000,13000000,1883000,539,22000
923,Aminah,632000,1000000,1782000,23000,14000
924,Dude Perfect,167000000,23000000,3274000,469,416
925,joÃozinho,64000000,11000000,2039000,11000,19000
926,TONY STATOVCI,24000000,9917000,2245000,889,21000
927,Julie Anne San Jose,2000000,23000000,2745000,566,486
928,Zan Films,19000000,27000000,987000,12000,13000
929,melchcooks,1216000,16000000,1564000,2000,729
930,Iana McCalebb,17000000,9077000,1644000,19000,25000
931,taetoowavy,8000000,873000,1713000,19000,24000
932,ðŸØØÙŠØ ØÙÙÙØðŸ,759000,863000,345000,629,213000
933,Chris Olsen,81000000,18000000,368000,559,424
934,Lance Stewart,223000000,23000000,2184000,535,784
935,Amir,21000000,14000000,1759000,18000,869
936,Eltourky ðŸ,73000000,18000000,2005000,824,968
937,FionnTime,26000000,9102000,2103000,14000,2000
938,Ngác Matcha ðŸš,41000000,11000000,150000,33000,617
939,Posterised,55000000,15000000,1997000,715,14000
940,Texassbitty,142000,11000000,1261000,918,37000
941,Ethan Klein,19000000,9705000,1366000,3000,19000
942,Emrata,16000000,2000000,1868000,965,752
943,ØØÙˆ ØØØ ðŸðŸŽ,15000000,3000000,1002000,941,12000
944,Anya Ischuk,118000000,19000000,2193000,877,692
945,CALL ME LUCAS,12000000,9178000,1726000,16000,24000
946,Thián NhÃn,41000000,29000000,2168000,712,295
947,el chuacheneguer,61000000,13000000,495000,525,93000
948,Oneya DâAmelio,266000000,15000000,2571000,13000,376
949,The Real Life Guys,474000,23000000,2161000,639,626
950,Sabrina  Andrew,22000000,13000000,1921000,598,19000
951,Gutierrez Castro,142000000,11000000,1479000,894,3000
952,JoelBergs,114000000,19000000,3175000,511,528
953,Ragnar Le Breton officiel,3834000,15000000,1354000,400,27000
954,cowboyjess,320000,16000000,3159000,719,509
955,Busheado,143000000,32000000,2099000,709,215
956,Ujang SGNðŸ,48000000,8732000,857000,54000,29000
957,Nathalia,136000000,23000000,2429000,731,375
958,ÙÙÙŠÙÙ ØÙØØ,41000000,12000000,1712000,19000,12000
959,Nick Smithyman ðŸŽ,126000000,17000000,2086000,982,806
960,Noel DeyzelðŸðŸ,53000000,14000000,2282000,1000,885
961,tamz,4973000,22000000,2816000,370,623
962,BEH,861000,26000000,2332000,676,336
963,Belmir Rajaa,11000000,14000000,1338000,11000,23000
964,DitaKerangðŸŒŠ,77000000,24000000,2114000,846,363
965,KINOSGINA,17000000,16000000,875000,28000,18000
966,Texas BUSHMAN,21000000,12000000,197000,611,2000
967,Notorious Foodie,15000000,17000000,1777000,528,15000
968,ðºððððððð âïâðŸ,11000000,1000000,1231000,672,43000
969,ðŸAÄðŸ,1302000,23000000,886000,23000,686
970,PapaVinceDavao,5999000,8996000,1161000,28000,3000
971,Namy,69000000,15000000,2299000,12000,654
972,BankrollDylðŸ,5000000,11000000,2269000,12000,12000
973,News For You ðŸŒ,41000000,24000000,186000,991,357
974,psg,301000000,17000000,1776000,14000,576
975,Eloisa Os,24000000,16000000,2769000,716,637
976,FC Zenit,4000000,19000000,2215000,1000,378
977,LauraLove,76000000,15000000,2302000,11000,705
978,RB playing,49000000,14000000,1002000,675,36000
979,Manchester United,171000000,16000000,1887000,15000,519
980,ãããðŸâœãƒããƒãããƒˆ,12000000,13000000,968000,32000,15000
981,Chikn Nuggit,47000000,9485000,1469000,32000,11000
982,Aidan Mirza,11000000,25000000,1578000,991,512
983,Shehabeldin,69000000,14000000,141000,16000,14000
984,Nicolino,2692000,8052000,1636000,487,4000
985,Michelson,12000000,22000000,2313000,434,743
